日期时间,耗时(s),层位置,氧含量(PPM),舱内温度(℃),基板温度(℃),风速,舱内压力(kPa),风机频率(Hz),湿度(%),水温(℃)
2021-04-24 16:35:02,82,1648,1.048,24.50,129.90,126.45,2.15,0.00,0.00,0.00
2021-04-24 16:35:12,92,1648,1.080,24.43,129.80,126.70,2.05,0.00,0.00,0.00
2021-04-24 16:35:22,102,1648,1.053,24.44,129.90,125.99,2.07,0.00,0.00,0.00
2021-04-24 16:35:32,112,1648,1.053,24.47,130.00,125.83,2.05,0.00,0.00,0.00
2021-04-24 16:35:42,122,1648,1.025,24.47,129.80,126.99,1.99,0.00,0.00,0.00
2021-04-24 16:35:52,132,1648,1.028,24.49,130.00,126.28,2.01,0.00,0.00,0.00
2021-04-24 16:36:02,142,1648,1.053,24.49,129.90,125.59,1.71,0.00,0.00,0.00
2021-04-24 16:36:12,152,1648,1.028,24.49,129.90,126.28,1.83,0.00,0.00,0.00
2021-04-24 16:36:22,162,1648,1.063,24.45,129.80,126.02,2.07,0.00,0.00,0.00
2021-04-24 16:36:32,172,1648,1.072,24.50,129.90,126.46,1.99,0.00,0.00,0.00
2021-04-24 16:36:42,182,1648,1.050,24.48,129.80,125.44,1.87,0.00,0.00,0.00
2021-04-24 16:36:52,192,1648,1.072,24.55,129.90,125.62,2.01,0.00,0.00,0.00
2021-04-24 16:37:02,202,1648,1.000,24.49,130.00,126.61,1.73,0.00,0.00,0.00
2021-04-24 16:37:13,212,1648,1.067,24.45,130.00,125.93,2.13,0.00,0.00,0.00
2021-04-24 16:37:23,222,1648,1.053,24.56,130.00,125.69,1.87,0.00,0.00,0.00
2021-04-24 16:37:33,232,1648,1.025,24.50,129.90,126.14,1.85,0.00,0.00,0.00
2021-04-24 16:37:43,243,1648,1.063,24.48,129.90,125.68,1.85,0.00,0.00,0.00
2021-04-24 16:37:53,253,1648,1.095,24.47,129.90,126.61,1.95,0.00,0.00,0.00
2021-04-24 16:38:03,263,1648,1.045,24.46,129.90,125.40,1.99,0.00,0.00,0.00
2021-04-24 16:38:13,273,1648,1.000,24.46,129.90,125.46,1.83,0.00,0.00,0.00
2021-04-24 16:38:23,283,1648,1.075,24.45,129.90,126.18,1.95,0.00,0.00,0.00
2021-04-24 16:38:33,293,1648,1.028,24.48,129.90,125.22,1.81,0.00,0.00,0.00
2021-04-24 16:38:43,303,1649,1.023,24.51,129.80,126.08,1.71,0.00,0.00,0.00
2021-04-24 16:38:53,313,1649,1.097,24.53,129.80,126.05,1.55,0.00,0.00,0.00
2021-04-24 16:39:03,323,1649,1.090,24.46,130.00,125.97,1.81,0.00,0.00,0.00
2021-04-24 16:39:13,333,1649,1.020,24.50,129.90,126.11,1.97,0.00,0.00,0.00
2021-04-24 16:39:23,343,1649,1.072,24.50,130.00,126.17,1.75,0.00,0.00,0.00
2021-04-24 16:39:33,353,1649,1.075,24.50,130.00,125.56,1.89,0.00,0.00,0.00
2021-04-24 16:39:43,363,1649,1.095,24.46,130.00,125.85,1.81,0.00,0.00,0.00
2021-04-24 16:39:53,373,1649,1.100,24.46,129.90,126.28,1.77,0.00,0.00,0.00
2021-04-24 16:40:03,383,1649,1.000,24.51,129.90,125.10,1.65,0.00,0.00,0.00
2021-04-24 16:40:13,393,1649,1.050,24.48,130.00,126.83,1.87,0.00,0.00,0.00
2021-04-24 16:40:23,403,1649,1.082,24.44,130.00,126.24,1.77,0.00,0.00,0.00
2021-04-24 16:40:31,411,1650,1.028,24.51,129.90,126.59,1.85,0.00,0.00,0.00
2021-04-24 16:40:41,421,1650,1.063,24.49,129.90,126.45,1.75,0.00,0.00,0.00
2021-04-24 16:40:51,431,1650,1.053,24.49,130.00,126.40,1.81,0.00,0.00,0.00
2021-04-24 16:41:01,441,1650,1.075,24.47,130.00,126.05,1.91,0.00,0.00,0.00
2021-04-24 16:41:11,451,1650,1.018,24.41,130.00,126.17,1.85,0.00,0.00,0.00
2021-04-24 16:41:21,461,1650,1.075,24.45,130.10,126.40,1.73,0.00,0.00,0.00
2021-04-24 16:41:31,471,1650,1.048,24.46,130.10,126.05,1.75,0.00,0.00,0.00
2021-04-24 16:41:41,481,1650,1.053,24.50,129.90,125.85,1.81,0.00,0.00,0.00
2021-04-24 16:41:51,491,1650,1.072,24.49,129.80,126.28,1.75,0.00,0.00,0.00
2021-04-24 16:42:01,501,1650,1.053,24.49,130.00,125.69,1.85,0.00,0.00,0.00
2021-04-24 16:42:12,511,1650,1.080,24.47,130.00,125.99,1.89,0.00,0.00,0.00
2021-04-24 16:42:20,519,1651,1.072,24.50,130.00,126.30,1.75,0.00,0.00,0.00
2021-04-24 16:42:30,529,1651,1.055,24.48,130.00,126.05,1.79,0.00,0.00,0.00
2021-04-24 16:42:40,539,1651,1.075,24.46,130.00,125.84,1.73,0.00,0.00,0.00
2021-04-24 16:42:50,550,1651,1.075,24.51,130.00,126.05,1.69,0.00,0.00,0.00
2021-04-24 16:43:00,560,1651,1.048,24.46,130.20,125.56,1.63,0.00,0.00,0.00
2021-04-24 16:43:10,570,1651,1.072,24.52,130.20,126.05,1.67,0.00,0.00,0.00
2021-04-24 16:43:20,580,1651,1.048,24.45,130.20,125.28,1.69,0.00,0.00,0.00
2021-04-24 16:43:30,590,1651,1.053,24.54,130.30,126.05,1.51,0.00,0.00,0.00
2021-04-24 16:43:40,600,1651,1.028,24.47,130.20,126.48,1.85,0.00,0.00,0.00
2021-04-24 16:43:50,610,1651,1.028,24.46,130.10,126.71,1.91,0.00,0.00,0.00
2021-04-24 16:44:00,620,1651,1.077,24.50,130.20,125.50,1.89,0.00,0.00,0.00
2021-04-24 16:44:07,626,1652,1.053,24.46,130.30,126.39,1.67,0.00,0.00,0.00
2021-04-24 16:44:17,636,1652,1.055,24.50,130.30,125.44,1.77,0.00,0.00,0.00
2021-04-24 16:44:27,646,1652,1.010,24.48,130.10,126.37,1.61,0.00,0.00,0.00
2021-04-24 16:44:37,657,1652,1.055,24.46,130.10,125.49,1.77,0.00,0.00,0.00
2021-04-24 16:44:47,667,1652,1.075,24.49,130.50,125.93,3.33,0.00,0.00,0.00
2021-04-24 16:44:57,677,1652,1.053,24.48,130.20,126.58,3.29,0.00,0.00,0.00
2021-04-24 16:45:07,687,1652,1.080,24.45,130.20,125.85,3.63,0.00,0.00,0.00
2021-04-24 16:45:17,697,1652,1.043,24.54,130.20,126.19,3.33,0.00,0.00,0.00
2021-04-24 16:45:27,707,1652,1.100,24.56,130.20,125.47,3.41,0.00,0.00,0.00
2021-04-24 16:45:37,717,1652,1.048,24.49,130.20,125.19,2.59,0.00,0.00,0.00
2021-04-24 16:45:47,727,1652,1.100,24.47,130.20,125.52,2.33,0.00,0.00,0.00
2021-04-24 16:45:53,732,1653,1.038,24.47,130.20,126.51,2.07,0.00,0.00,0.00
2021-04-24 16:46:03,742,1653,1.048,24.52,130.10,125.07,1.85,0.00,0.00,0.00
2021-04-24 16:46:13,753,1653,1.045,24.54,130.10,125.57,2.07,0.00,0.00,0.00
2021-04-24 16:46:23,763,1653,1.043,24.48,130.10,126.08,2.19,0.00,0.00,0.00
2021-04-24 16:46:33,773,1653,1.050,24.49,130.20,125.68,2.13,0.00,0.00,0.00
2021-04-24 16:46:43,783,1653,1.028,24.51,130.20,126.22,2.19,0.00,0.00,0.00
2021-04-24 16:46:53,793,1653,1.028,24.52,130.00,125.62,1.91,0.00,0.00,0.00
2021-04-24 16:47:03,803,1653,1.028,24.52,130.00,126.18,1.89,0.00,0.00,0.00
2021-04-24 16:47:13,813,1653,1.020,24.50,130.20,124.95,1.97,0.00,0.00,0.00
2021-04-24 16:47:23,823,1653,1.048,24.54,130.00,125.65,2.05,0.00,0.00,0.00
2021-04-24 16:47:33,833,1653,1.100,24.44,130.00,124.97,2.09,0.00,0.00,0.00
2021-04-24 16:47:39,839,1654,1.048,24.52,130.10,125.88,1.93,0.00,0.00,0.00
2021-04-24 16:47:49,849,1654,1.048,24.49,130.00,126.12,1.81,0.00,0.00,0.00
2021-04-24 16:47:59,859,1654,1.053,24.48,130.00,126.27,2.01,0.00,0.00,0.00
2021-04-24 16:48:09,869,1654,1.053,24.49,129.90,126.43,1.99,0.00,0.00,0.00
2021-04-24 16:48:19,879,1654,1.070,24.51,129.80,125.52,2.05,0.00,0.00,0.00
2021-04-24 16:48:29,889,1654,1.023,24.49,129.90,125.93,2.03,0.00,0.00,0.00
2021-04-24 16:48:39,899,1654,1.070,24.45,130.20,126.28,2.13,0.00,0.00,0.00
2021-04-24 16:48:49,909,1654,1.063,24.52,130.20,126.48,1.95,0.00,0.00,0.00
2021-04-24 16:48:59,919,1654,1.070,24.45,130.20,126.28,2.15,0.00,0.00,0.00
2021-04-24 16:49:09,929,1654,1.023,24.48,129.90,125.65,2.11,0.00,0.00,0.00
2021-04-24 16:49:19,939,1654,1.048,24.45,130.00,126.17,2.19,0.00,0.00,0.00
2021-04-24 16:49:28,947,1655,1.020,24.48,130.00,125.62,2.05,0.00,0.00,0.00
2021-04-24 16:49:38,957,1655,1.048,24.45,129.90,126.83,1.89,0.00,0.00,0.00
2021-04-24 16:49:48,967,1655,1.028,24.40,130.00,125.81,2.05,0.00,0.00,0.00
2021-04-24 16:49:58,978,1655,1.050,24.49,130.20,126.17,2.01,0.00,0.00,0.00
2021-04-24 16:50:08,988,1655,1.072,24.54,130.10,126.64,1.93,0.00,0.00,0.00
2021-04-24 16:50:18,998,1655,1.050,24.48,130.10,125.65,1.99,0.00,0.00,0.00
2021-04-24 16:50:28,1008,1655,1.043,24.48,130.00,126.17,1.93,0.00,0.00,0.00
2021-04-24 16:50:38,1018,1655,1.075,24.50,130.20,126.08,1.95,0.00,0.00,0.00
2021-04-24 16:50:48,1028,1655,1.048,24.56,130.10,126.39,1.75,0.00,0.00,0.00
2021-04-24 16:50:58,1038,1655,1.040,24.49,130.00,125.93,1.89,0.00,0.00,0.00
2021-04-24 16:51:08,1048,1655,1.043,24.50,130.10,125.68,1.75,0.00,0.00,0.00
2021-04-24 16:51:15,1055,1656,1.048,24.46,130.10,126.15,1.89,0.00,0.00,0.00
2021-04-24 16:51:25,1065,1656,1.082,24.46,130.00,126.45,1.89,0.00,0.00,0.00
2021-04-24 16:51:35,1075,1656,1.050,24.49,130.00,126.73,1.49,0.00,0.00,0.00
2021-04-24 16:51:45,1085,1656,1.100,24.48,130.10,124.53,1.89,0.00,0.00,0.00
2021-04-24 16:51:55,1095,1656,1.020,24.49,130.00,126.95,1.63,0.00,0.00,0.00
2021-04-24 16:52:05,1105,1656,1.072,24.51,130.00,125.99,1.77,0.00,0.00,0.00
2021-04-24 16:52:15,1115,1656,1.033,24.50,130.00,124.61,1.85,0.00,0.00,0.00
2021-04-24 16:52:25,1125,1656,1.080,24.51,130.10,126.90,1.81,0.00,0.00,0.00
2021-04-24 16:52:35,1135,1656,1.028,24.50,130.00,125.93,1.83,0.00,0.00,0.00
2021-04-24 16:52:45,1145,1656,1.045,24.50,130.20,126.65,1.63,0.00,0.00,0.00
2021-04-24 16:52:55,1155,1656,1.055,24.49,130.10,125.96,1.75,0.00,0.00,0.00
2021-04-24 16:53:00,1160,1657,1.055,24.45,130.00,126.99,1.83,0.00,0.00,0.00
2021-04-24 16:53:10,1170,1657,1.038,24.46,130.10,126.52,1.63,0.00,0.00,0.00
2021-04-24 16:53:20,1180,1657,1.080,24.51,130.10,125.99,1.91,0.00,0.00,0.00
2021-04-24 16:53:30,1190,1657,1.075,24.51,130.00,125.68,1.83,0.00,0.00,0.00
2021-04-24 16:53:40,1200,1657,1.045,24.54,130.00,126.34,1.83,0.00,0.00,0.00
2021-04-24 16:53:50,1210,1657,1.063,24.46,130.20,126.39,1.85,0.00,0.00,0.00
2021-04-24 16:54:00,1220,1657,1.028,24.44,130.00,126.42,1.53,0.00,0.00,0.00
2021-04-24 16:54:10,1230,1657,1.023,24.47,130.00,126.30,1.91,0.00,0.00,0.00
2021-04-24 16:54:20,1240,1657,1.053,24.48,130.00,126.39,1.89,0.00,0.00,0.00
2021-04-24 16:54:30,1250,1657,1.038,24.49,130.00,126.49,1.73,0.00,0.00,0.00
2021-04-24 16:54:40,1260,1657,1.075,24.50,130.10,125.72,1.79,0.00,0.00,0.00
2021-04-24 16:54:50,1270,1657,1.025,24.43,130.00,126.65,1.61,0.00,0.00,0.00
2021-04-24 16:54:52,1272,1658,1.053,24.47,130.10,126.71,1.63,0.00,0.00,0.00
2021-04-24 16:55:03,1282,1658,1.003,24.47,130.00,126.68,1.57,0.00,0.00,0.00
2021-04-24 16:55:13,1292,1658,1.050,24.44,130.10,125.81,1.65,0.00,0.00,0.00
2021-04-24 16:55:23,1302,1658,1.030,24.48,130.10,125.81,1.85,0.00,0.00,0.00
2021-04-24 16:55:33,1312,1658,1.063,24.44,130.10,126.93,1.43,0.00,0.00,0.00
2021-04-24 16:55:43,1322,1658,1.020,24.50,130.10,125.29,1.67,0.00,0.00,0.00
2021-04-24 16:55:53,1333,1658,1.028,24.49,130.00,125.62,1.77,0.00,0.00,0.00
2021-04-24 16:56:03,1343,1658,1.045,24.51,130.00,125.34,1.67,0.00,0.00,0.00
2021-04-24 16:56:13,1353,1658,1.045,24.50,130.00,125.69,1.65,0.00,0.00,0.00
2021-04-24 16:56:23,1363,1658,1.060,24.46,130.00,126.36,1.61,0.00,0.00,0.00
2021-04-24 16:56:33,1373,1658,1.045,24.51,130.10,125.00,1.85,0.00,0.00,0.00
2021-04-24 16:56:39,1379,1659,1.048,24.53,130.10,126.24,1.59,0.00,0.00,0.00
2021-04-24 16:56:49,1389,1659,1.070,24.50,130.00,125.66,1.81,0.00,0.00,0.00
2021-04-24 16:56:59,1399,1659,1.020,24.46,130.10,126.42,1.53,0.00,0.00,0.00
2021-04-24 16:57:09,1409,1659,1.095,24.45,130.00,126.49,1.81,0.00,0.00,0.00
2021-04-24 16:57:19,1419,1659,1.053,24.51,130.00,125.69,1.65,0.00,0.00,0.00
2021-04-24 16:57:29,1429,1659,1.028,24.51,130.00,126.09,1.83,0.00,0.00,0.00
2021-04-24 16:57:40,1439,1659,1.092,24.47,130.00,125.91,1.83,0.00,0.00,0.00
2021-04-24 16:57:50,1449,1659,1.028,24.50,130.00,126.18,1.49,0.00,0.00,0.00
2021-04-24 16:58:00,1459,1659,1.048,24.54,130.00,126.28,1.65,0.00,0.00,0.00
2021-04-24 16:58:10,1469,1659,1.053,24.47,130.10,125.44,1.55,0.00,0.00,0.00
2021-04-24 16:58:20,1480,1659,1.050,24.50,130.10,126.12,1.55,0.00,0.00,0.00
2021-04-24 16:58:28,1488,1660,1.053,24.48,130.20,125.94,1.75,0.00,0.00,0.00
2021-04-24 16:58:38,1498,1660,1.053,24.48,130.00,125.87,1.67,0.00,0.00,0.00
2021-04-24 16:58:48,1508,1660,1.100,24.51,130.10,126.17,1.95,0.00,0.00,0.00
2021-04-24 16:58:58,1518,1660,1.053,24.48,130.10,126.37,1.67,0.00,0.00,0.00
2021-04-24 16:59:08,1528,1660,1.010,24.45,130.00,126.28,1.53,0.00,0.00,0.00
2021-04-24 16:59:18,1538,1660,1.095,24.49,130.00,126.27,1.47,0.00,0.00,0.00
2021-04-24 16:59:28,1548,1660,1.048,24.52,130.10,125.59,1.63,0.00,0.00,0.00
2021-04-24 16:59:38,1558,1660,1.082,24.46,130.00,125.57,1.55,0.00,0.00,0.00
2021-04-24 16:59:48,1568,1660,1.000,24.47,130.00,125.93,1.65,0.00,0.00,0.00
2021-04-24 16:59:58,1578,1660,1.053,24.49,130.10,126.43,1.71,0.00,0.00,0.00
2021-04-24 17:00:08,1588,1660,1.000,24.49,130.00,125.26,1.65,0.00,0.00,0.00
2021-04-24 17:00:18,1598,1660,1.028,24.49,130.00,125.84,1.59,0.00,0.00,0.00
2021-04-24 17:00:19,1598,1661,1.023,24.46,130.00,125.93,1.63,0.00,0.00,0.00
2021-04-24 17:00:29,1608,1661,1.000,24.50,130.00,126.21,1.61,0.00,0.00,0.00
2021-04-24 17:00:39,1619,1661,1.045,24.46,130.10,126.09,1.49,0.00,0.00,0.00
2021-04-24 17:00:49,1629,1661,1.038,24.51,130.00,125.46,1.61,0.00,0.00,0.00
2021-04-24 17:00:59,1639,1661,1.003,24.55,130.00,125.97,1.53,0.00,0.00,0.00
2021-04-24 17:01:09,1649,1661,1.055,24.50,130.10,126.09,1.51,0.00,0.00,0.00
2021-04-24 17:01:19,1659,1661,1.055,24.46,130.20,126.40,1.55,0.00,0.00,0.00
2021-04-24 17:01:29,1669,1661,1.038,24.48,130.00,125.85,1.55,0.00,0.00,0.00
2021-04-24 17:01:39,1679,1661,1.015,24.51,130.00,125.28,1.73,0.00,0.00,0.00
2021-04-24 17:01:49,1689,1661,1.050,24.48,130.00,126.30,1.47,0.00,0.00,0.00
2021-04-24 17:01:59,1699,1661,1.072,24.47,130.10,125.93,1.47,0.00,0.00,0.00
2021-04-24 17:02:09,1709,1661,1.025,24.44,130.00,126.42,1.41,0.00,0.00,0.00
2021-04-24 17:02:12,1712,1662,1.072,24.52,130.10,125.71,1.57,0.00,0.00,0.00
2021-04-24 17:02:22,1722,1662,1.072,24.50,130.00,125.35,1.49,0.00,0.00,0.00
2021-04-24 17:02:32,1732,1662,1.035,24.51,130.00,125.69,1.49,0.00,0.00,0.00
2021-04-24 17:02:42,1742,1662,1.053,24.50,130.00,125.52,1.45,0.00,0.00,0.00
2021-04-24 17:02:52,1752,1662,1.053,24.47,130.00,126.17,1.41,0.00,0.00,0.00
2021-04-24 17:03:02,1762,1662,1.072,24.47,130.00,126.03,1.53,0.00,0.00,0.00
2021-04-24 17:03:12,1772,1662,1.048,24.49,130.00,125.93,1.61,0.00,0.00,0.00
2021-04-24 17:03:22,1782,1662,1.063,24.45,130.10,125.71,1.55,0.00,0.00,0.00
2021-04-24 17:03:32,1792,1662,1.053,24.53,130.00,126.15,1.63,0.00,0.00,0.00
2021-04-24 17:03:42,1802,1662,1.070,24.48,130.10,126.17,1.41,0.00,0.00,0.00
2021-04-24 17:03:52,1812,1662,1.060,24.53,130.10,125.37,1.49,0.00,0.00,0.00
2021-04-24 17:04:02,1822,1662,1.072,24.47,130.10,126.02,1.49,0.00,0.00,0.00
2021-04-24 17:04:03,1823,1663,1.072,24.45,130.00,126.03,1.61,0.00,0.00,0.00
2021-04-24 17:04:13,1833,1663,1.000,24.52,130.00,125.97,1.35,0.00,0.00,0.00
2021-04-24 17:04:23,1843,1663,1.020,24.51,130.10,125.93,1.49,0.00,0.00,0.00
2021-04-24 17:04:33,1853,1663,1.100,24.46,130.00,125.69,1.55,0.00,0.00,0.00
2021-04-24 17:04:43,1863,1663,1.048,24.52,130.00,125.93,1.51,0.00,0.00,0.00
2021-04-24 17:04:53,1873,1663,1.038,24.44,130.10,126.05,1.45,0.00,0.00,0.00
2021-04-24 17:05:04,1883,1663,1.075,24.50,130.00,125.57,1.55,0.00,0.00,0.00
2021-04-24 17:05:14,1893,1663,1.075,24.50,130.00,125.44,1.45,0.00,0.00,0.00
2021-04-24 17:05:24,1903,1663,1.028,24.54,130.10,126.05,1.19,0.00,0.00,0.00
2021-04-24 17:05:34,1913,1663,1.035,24.47,130.00,126.42,1.57,0.00,0.00,0.00
2021-04-24 17:05:44,1924,1663,1.028,24.51,130.00,125.97,1.47,0.00,0.00,0.00
2021-04-24 17:05:52,1932,1664,1.038,24.47,130.10,126.24,1.49,0.00,0.00,0.00
2021-04-24 17:06:02,1942,1664,1.045,24.51,130.00,126.02,1.55,0.00,0.00,0.00
2021-04-24 17:06:12,1952,1664,1.072,24.47,130.00,125.47,1.79,0.00,0.00,0.00
2021-04-24 17:06:22,1962,1664,1.045,24.53,130.10,126.08,1.49,0.00,0.00,0.00
2021-04-24 17:06:32,1972,1664,1.023,24.52,130.00,125.91,1.23,0.00,0.00,0.00
2021-04-24 17:06:42,1982,1664,1.065,24.55,130.00,126.55,1.35,0.00,0.00,0.00
2021-04-24 17:06:52,1992,1664,1.053,24.49,130.00,125.41,1.57,0.00,0.00,0.00
2021-04-24 17:07:02,2002,1664,1.053,24.43,130.00,126.33,1.31,0.00,0.00,0.00
2021-04-24 17:07:13,2012,1664,1.070,24.52,130.00,125.63,1.43,0.00,0.00,0.00
2021-04-24 17:07:23,2022,1664,1.038,24.51,130.00,124.78,1.37,0.00,0.00,0.00
2021-04-24 17:07:33,2032,1664,1.060,24.42,130.00,126.43,1.13,0.00,0.00,0.00
2021-04-24 17:07:43,2043,1664,1.053,24.51,130.00,126.27,1.35,0.00,0.00,0.00
2021-04-24 17:07:44,2044,1665,1.050,24.42,130.10,126.28,1.43,0.00,0.00,0.00
2021-04-24 17:07:54,2054,1665,1.072,24.53,130.00,126.15,1.51,0.00,0.00,0.00
2021-04-24 17:08:04,2064,1665,1.030,24.49,130.00,126.95,1.35,0.00,0.00,0.00
2021-04-24 17:08:14,2074,1665,1.010,24.49,130.00,126.25,1.57,0.00,0.00,0.00
2021-04-24 17:08:24,2084,1665,1.055,24.52,130.00,126.17,1.53,0.00,0.00,0.00
2021-04-24 17:08:34,2094,1665,1.072,24.50,130.00,126.28,1.31,0.00,0.00,0.00
2021-04-24 17:08:44,2104,1665,1.018,24.51,130.00,125.85,1.27,0.00,0.00,0.00
2021-04-24 17:08:54,2114,1665,1.008,24.50,130.10,126.08,1.21,0.00,0.00,0.00
2021-04-24 17:09:04,2124,1665,1.028,24.49,130.00,126.28,1.25,0.00,0.00,0.00
2021-04-24 17:09:14,2134,1665,1.100,24.53,130.00,126.14,1.41,0.00,0.00,0.00
2021-04-24 17:09:25,2144,1665,1.028,24.51,130.00,126.83,1.45,0.00,0.00,0.00
2021-04-24 17:09:35,2154,1665,1.028,24.45,130.00,126.09,1.45,0.00,0.00,0.00
2021-04-24 17:09:35,2155,1666,1.028,24.58,130.00,126.21,1.25,0.00,0.00,0.00
2021-04-24 17:09:45,2165,1666,1.025,24.50,130.00,126.05,1.33,0.00,0.00,0.00
2021-04-24 17:09:55,2175,1666,1.053,24.51,130.00,125.90,1.35,0.00,0.00,0.00
2021-04-24 17:10:05,2185,1666,1.060,24.49,130.00,126.36,1.25,0.00,0.00,0.00
2021-04-24 17:10:15,2195,1666,1.075,24.48,130.00,125.72,1.37,0.00,0.00,0.00
2021-04-24 17:10:25,2205,1666,1.075,24.47,130.00,125.62,1.39,0.00,0.00,0.00
2021-04-24 17:10:35,2215,1666,1.072,24.46,130.00,126.37,1.49,0.00,0.00,0.00
2021-04-24 17:10:45,2225,1666,1.063,24.47,130.00,126.25,1.39,0.00,0.00,0.00
2021-04-24 17:10:55,2235,1666,1.033,24.49,130.00,125.69,1.33,0.00,0.00,0.00
2021-04-24 17:11:05,2245,1666,1.053,24.48,130.00,126.05,1.33,0.00,0.00,0.00
2021-04-24 17:11:15,2255,1666,1.080,24.49,130.00,126.05,1.17,0.00,0.00,0.00
2021-04-24 17:11:25,2265,1666,1.075,24.45,130.00,125.93,1.29,0.00,0.00,0.00
2021-04-24 17:11:26,2266,1667,1.097,24.47,130.00,126.28,1.25,0.00,0.00,0.00
2021-04-24 17:11:36,2276,1667,1.028,24.49,130.00,125.60,1.53,0.00,0.00,0.00
2021-04-24 17:11:47,2286,1667,1.025,24.48,130.00,125.68,1.45,0.00,0.00,0.00
2021-04-24 17:11:57,2296,1667,1.065,24.51,130.00,125.81,1.27,0.00,0.00,0.00
2021-04-24 17:12:07,2306,1667,1.072,24.48,130.00,125.40,1.31,0.00,0.00,0.00
2021-04-24 17:12:17,2317,1667,1.077,24.47,130.00,126.73,1.33,0.00,0.00,0.00
2021-04-24 17:12:27,2327,1667,1.050,24.47,130.00,126.18,1.47,0.00,0.00,0.00
2021-04-24 17:12:37,2337,1667,1.065,24.52,130.00,126.56,1.19,0.00,0.00,0.00
2021-04-24 17:12:47,2347,1667,1.075,24.48,130.00,125.50,1.39,0.00,0.00,0.00
2021-04-24 17:12:57,2357,1667,1.080,24.45,130.00,125.72,1.33,0.00,0.00,0.00
2021-04-24 17:13:07,2367,1667,1.075,24.49,130.00,126.30,2.03,0.00,0.00,0.00
2021-04-24 17:13:13,2373,1668,1.025,24.50,130.00,126.87,2.07,0.00,0.00,0.00
2021-04-24 17:13:23,2383,1668,1.045,24.46,130.00,126.64,1.93,0.00,0.00,0.00
2021-04-24 17:13:33,2393,1668,1.063,24.48,130.00,125.96,1.97,0.00,0.00,0.00
2021-04-24 17:13:44,2403,1668,1.070,24.50,130.00,126.37,2.11,0.00,0.00,0.00
2021-04-24 17:13:54,2413,1668,1.045,24.51,130.00,125.81,1.93,0.00,0.00,0.00
2021-04-24 17:14:04,2423,1668,1.048,24.45,130.00,126.62,1.91,0.00,0.00,0.00
2021-04-24 17:14:14,2434,1668,1.028,24.52,130.00,126.25,1.85,0.00,0.00,0.00
2021-04-24 17:14:24,2444,1668,1.028,24.48,130.00,125.80,1.87,0.00,0.00,0.00
2021-04-24 17:14:34,2454,1668,1.072,24.48,130.00,126.18,2.09,0.00,0.00,0.00
2021-04-24 17:14:44,2464,1668,1.053,24.52,130.00,125.99,1.89,0.00,0.00,0.00
2021-04-24 17:14:54,2474,1668,1.025,24.55,130.10,125.57,2.01,0.00,0.00,0.00
2021-04-24 17:15:04,2484,1668,1.072,24.50,130.00,126.09,2.09,0.00,0.00,0.00
2021-04-24 17:15:05,2485,1669,1.058,24.50,130.00,125.83,1.75,0.00,0.00,0.00
2021-04-24 17:15:15,2495,1669,1.023,24.51,130.00,126.37,1.79,0.00,0.00,0.00
2021-04-24 17:15:25,2505,1669,1.067,24.49,130.10,125.90,1.93,0.00,0.00,0.00
2021-04-24 17:15:36,2515,1669,1.048,24.51,130.00,125.80,2.05,0.00,0.00,0.00
2021-04-24 17:15:46,2525,1669,1.070,24.47,130.00,126.52,1.95,0.00,0.00,0.00
2021-04-24 17:15:56,2535,1669,1.053,24.48,130.00,126.14,2.03,0.00,0.00,0.00
2021-04-24 17:16:06,2545,1669,1.043,24.50,130.00,126.62,1.83,0.00,0.00,0.00
2021-04-24 17:16:16,2556,1669,1.028,24.48,130.00,125.00,2.03,0.00,0.00,0.00
2021-04-24 17:16:26,2566,1669,1.053,24.44,130.00,126.21,1.73,0.00,0.00,0.00
2021-04-24 17:16:36,2576,1669,1.063,24.50,130.00,126.51,1.71,0.00,0.00,0.00
2021-04-24 17:16:46,2586,1669,1.038,24.50,130.00,126.36,1.99,0.00,0.00,0.00
2021-04-24 17:16:53,2593,1670,1.072,24.45,130.00,125.54,1.91,0.00,0.00,0.00
2021-04-24 17:17:03,2603,1670,1.023,24.48,130.00,125.81,1.91,0.00,0.00,0.00
2021-04-24 17:17:13,2613,1670,1.035,24.44,130.00,126.06,1.89,0.00,0.00,0.00
2021-04-24 17:17:23,2623,1670,1.072,24.52,130.00,125.80,1.93,0.00,0.00,0.00
2021-04-24 17:17:33,2633,1670,1.028,24.54,130.00,126.24,1.79,0.00,0.00,0.00
2021-04-24 17:17:44,2643,1670,1.028,24.47,130.00,125.83,2.09,0.00,0.00,0.00
2021-04-24 17:17:54,2653,1670,1.000,24.50,130.00,125.77,1.91,0.00,0.00,0.00
2021-04-24 17:18:04,2663,1670,1.048,24.48,130.00,126.18,1.75,0.00,0.00,0.00
2021-04-24 17:18:14,2673,1670,1.053,24.50,130.00,126.12,1.95,0.00,0.00,0.00
2021-04-24 17:18:24,2684,1670,1.000,24.46,130.00,125.71,1.85,0.00,0.00,0.00
2021-04-24 17:18:34,2694,1670,1.028,24.52,130.00,125.66,1.91,0.00,0.00,0.00
2021-04-24 17:18:40,2700,1671,1.023,24.50,130.00,126.51,1.91,0.00,0.00,0.00
2021-04-24 17:18:50,2710,1671,1.045,24.52,130.00,126.52,1.95,0.00,0.00,0.00
