≤„Œª÷√,∆Ã∑€∑Ω Ω,≥…–Õ∏◊Œª÷√£®mm£©,∑€¡œ∏◊Œª÷√£®mm£©,∆Ã∑€±€Œª÷√£®mm£©
1648,÷–∆Ã∑€,49.381,0.000,6.046,49.411,0.000,2.636
1649,÷–∆Ã∑€,49.411,0.000,6.057,49.441,0.000,1.015
1650,÷–∆Ã∑€,49.441,0.000,6.058,49.471,0.000,1.681
1651,÷–∆Ã∑€,49.471,0.000,6.048,49.501,0.000,1.580
1652,÷–∆Ã∑€,49.501,0.000,6.051,49.531,0.000,1.864
1653,÷–∆Ã∑€,49.531,0.000,6.056,49.561,0.000,1.076
1654,÷–∆Ã∑€,49.561,0.000,6.058,49.591,0.000,1.360
1655,÷–∆Ã∑€,49.591,0.000,6.059,49.621,0.000,1.213
1656,÷–∆Ã∑€,49.621,0.000,6.054,49.651,0.000,2.584
1657,÷–∆Ã∑€,49.651,0.000,6.049,49.681,0.000,1.926
1658,÷–∆Ã∑€,49.681,0.000,6.057,49.711,0.000,1.127
1659,÷–∆Ã∑€,49.711,0.000,6.068,49.741,0.000,0.780
1660,÷–∆Ã∑€,49.741,0.000,6.054,49.771,0.000,1.786
1661,÷–∆Ã∑€,49.771,0.000,6.055,49.801,0.000,1.100
1662,÷–∆Ã∑€,49.801,0.000,6.046,49.831,0.000,0.725
1663,÷–∆Ã∑€,49.831,0.000,6.047,49.861,0.000,1.360
1664,÷–∆Ã∑€,49.861,0.000,6.056,49.891,0.000,1.357
1665,÷–∆Ã∑€,49.891,0.000,6.047,49.921,0.000,0.833
1666,÷–∆Ã∑€,49.921,0.000,6.063,49.951,0.000,1.217
1667,÷–∆Ã∑€,49.951,0.000,6.069,49.981,0.000,1.865
1668,÷–∆Ã∑€,49.981,0.000,6.052,50.011,0.000,1.339
1669,÷–∆Ã∑€,50.011,0.000,6.048,50.041,0.000,2.052
1670,÷–∆Ã∑€,50.041,0.000,6.063,50.071,0.000,1.819
1671,÷–∆Ã∑€,50.071,0.000,6.057,50.101,0.000,2.599
1672,÷–∆Ã∑€,50.101,0.000,6.048,50.131,0.000,2.040
1673,÷–∆Ã∑€,50.131,0.000,6.050,50.161,0.000,1.584
1674,÷–∆Ã∑€,50.161,0.000,6.050,50.191,0.000,0.633
1675,÷–∆Ã∑€,50.191,0.000,6.044,50.221,0.000,1.597
1676,÷–∆Ã∑€,50.221,0.000,6.046,50.251,0.000,2.751
1677,÷–∆Ã∑€,50.251,0.000,6.050,50.281,0.000,1.638
1678,÷–∆Ã∑€,50.281,0.000,6.056,50.311,0.000,1.668
1679,÷–∆Ã∑€,50.311,0.000,6.055,50.341,0.000,1.661
1680,÷–∆Ã∑€,50.341,0.000,6.049,50.371,0.000,1.308
1681,÷–∆Ã∑€,50.371,0.000,6.047,50.401,0.000,1.976
1682,÷–∆Ã∑€,50.401,0.000,6.065,50.431,0.000,1.469
1683,÷–∆Ã∑€,50.431,0.000,6.046,50.461,0.000,1.082
1684,÷–∆Ã∑€,50.461,0.000,6.059,50.491,0.000,0.535
1685,÷–∆Ã∑€,50.491,0.000,6.067,50.521,0.000,0.983
1686,÷–∆Ã∑€,50.521,0.000,6.062,50.551,0.000,1.407
1687,÷–∆Ã∑€,50.551,0.000,6.057,50.581,0.000,1.837
1688,÷–∆Ã∑€,50.581,0.000,6.052,50.611,0.000,2.046
1689,÷–∆Ã∑€,50.611,0.000,6.056,50.641,0.000,1.267
1690,÷–∆Ã∑€,50.641,0.000,6.044,50.671,0.000,1.013
1691,÷–∆Ã∑€,50.671,0.000,6.062,50.701,0.000,1.938
1692,÷–∆Ã∑€,50.701,0.000,6.042,50.731,0.000,0.693
1693,÷–∆Ã∑€,50.731,0.000,6.056,50.761,0.000,1.321
1694,÷–∆Ã∑€,50.761,0.000,6.055,50.791,0.000,0.983
1695,÷–∆Ã∑€,50.791,0.000,6.061,50.821,0.000,1.929
1696,÷–∆Ã∑€,50.821,0.000,6.045,50.851,0.000,1.105
1697,÷–∆Ã∑€,50.851,0.000,6.056,50.881,0.000,0.652
1698,÷–∆Ã∑€,50.881,0.000,6.062,50.911,0.000,2.162
1699,÷–∆Ã∑€,50.911,0.000,6.050,50.941,0.000,1.653
1700,÷–∆Ã∑€,50.941,0.000,6.045,50.971,0.000,0.771
1701,÷–∆Ã∑€,50.971,0.000,6.058,51.001,0.000,2.069
1702,÷–∆Ã∑€,51.001,0.000,6.061,51.031,0.000,1.877
1703,÷–∆Ã∑€,51.031,0.000,6.052,51.061,0.000,1.837
1704,÷–∆Ã∑€,51.061,0.000,6.049,51.091,0.000,0.952
1705,÷–∆Ã∑€,51.091,0.000,6.050,51.121,0.000,1.370
1706,÷–∆Ã∑€,51.121,0.000,6.047,51.151,0.000,0.610
1707,÷–∆Ã∑€,51.151,0.000,6.047,51.181,0.000,1.972
1708,÷–∆Ã∑€,51.181,0.000,6.053,51.211,0.000,0.951
1709,÷–∆Ã∑€,51.211,0.000,6.061,51.241,0.000,1.666
1710,÷–∆Ã∑€,51.241,0.000,6.056,51.271,0.000,1.168
1711,÷–∆Ã∑€,51.271,0.000,6.054,51.301,0.000,1.375
1712,÷–∆Ã∑€,51.301,0.000,6.051,51.331,0.000,0.728
1713,÷–∆Ã∑€,51.331,0.000,6.062,51.361,0.000,1.508
1714,÷–∆Ã∑€,51.361,0.000,6.056,51.391,0.000,1.191
1715,÷–∆Ã∑€,51.391,0.000,6.045,51.421,0.000,1.753
1716,÷–∆Ã∑€,51.421,0.000,6.049,51.451,0.000,2.223
1717,÷–∆Ã∑€,51.451,0.000,6.049,51.481,0.000,1.528
1718,÷–∆Ã∑€,51.481,0.000,6.047,51.511,0.000,2.595
1719,÷–∆Ã∑€,51.511,0.000,6.048,51.541,0.000,0.927
1720,÷–∆Ã∑€,51.541,0.000,6.056,51.571,0.000,1.486
1721,÷–∆Ã∑€,51.571,0.000,6.057,51.601,0.000,2.119
1722,÷–∆Ã∑€,51.601,0.000,6.054,51.631,0.000,0.900
1723,÷–∆Ã∑€,51.631,0.000,6.045,51.661,0.000,1.583
1724,÷–∆Ã∑€,51.661,0.000,6.051,51.691,0.000,1.570
1725,÷–∆Ã∑€,51.691,0.000,6.057,51.721,0.000,1.283
1726,÷–∆Ã∑€,51.721,0.000,6.054,51.751,0.000,0.499
1727,÷–∆Ã∑€,51.751,0.000,6.061,51.781,0.000,2.767
1728,÷–∆Ã∑€,51.781,0.000,6.063,51.811,0.000,0.970
1729,÷–∆Ã∑€,51.811,0.000,6.047,51.841,0.000,1.286
1730,÷–∆Ã∑€,51.841,0.000,6.044,51.871,0.000,1.105
1731,÷–∆Ã∑€,51.871,0.000,6.052,51.901,0.000,0.822
1732,÷–∆Ã∑€,51.901,0.000,6.059,51.931,0.000,1.166
1733,÷–∆Ã∑€,51.931,0.000,6.060,51.961,0.000,1.855
1734,÷–∆Ã∑€,51.961,0.000,6.051,51.991,0.000,0.789
1735,÷–∆Ã∑€,51.991,0.000,6.062,52.021,0.000,1.059
1736,÷–∆Ã∑€,52.021,0.000,6.050,52.051,0.000,1.400
1737,÷–∆Ã∑€,52.051,0.000,6.054,52.081,0.000,1.288
1738,÷–∆Ã∑€,52.081,0.000,6.061,52.111,0.000,1.645
1739,÷–∆Ã∑€,52.111,0.000,6.060,52.141,0.000,1.097
1740,÷–∆Ã∑€,52.141,0.000,6.049,52.171,0.000,2.141
1741,÷–∆Ã∑€,52.171,0.000,6.052,52.201,0.000,2.426
1742,÷–∆Ã∑€,52.201,0.000,6.061,52.231,0.000,1.794
1743,÷–∆Ã∑€,52.231,0.000,6.056,52.261,0.000,1.694
1744,÷–∆Ã∑€,52.261,0.000,6.049,52.291,0.000,1.582
