日期时间,耗时(s),层位置,氧含量(PPM),舱内温度(℃),基板温度(℃),风速,舱内压力(kPa),风机频率(Hz),湿度(%),水温(℃)
2021-04-22 14:30:10,251,1,783.358,24.46,130.60,125.12,1.93,0.00,0.00,0.00
2021-04-22 14:30:20,261,1,783.102,24.45,130.50,126.17,1.63,0.00,0.00,0.00
2021-04-22 14:30:30,271,1,783.164,24.47,130.50,126.30,1.79,0.00,0.00,0.00
2021-04-22 14:30:40,281,1,783.532,24.49,130.60,126.03,1.73,0.00,0.00,0.00
2021-04-22 14:30:50,291,1,783.992,24.49,130.60,125.93,1.87,0.00,0.00,0.00
2021-04-22 14:31:01,301,1,784.200,24.45,130.60,126.17,1.87,0.00,0.00,0.00
2021-04-22 14:31:11,311,1,783.903,24.48,130.60,125.88,1.89,0.00,0.00,0.00
2021-04-22 14:31:21,321,1,783.295,24.52,130.50,125.99,1.77,0.00,0.00,0.00
2021-04-22 14:31:31,331,1,782.465,24.52,130.60,126.37,1.73,0.00,0.00,0.00
2021-04-22 14:31:41,341,1,781.608,24.53,130.60,126.27,1.87,0.00,0.00,0.00
2021-04-22 14:31:51,351,1,780.666,24.46,130.50,125.25,2.07,0.00,0.00,0.00
2021-04-22 14:32:01,361,1,779.680,24.48,130.50,126.99,1.67,0.00,0.00,0.00
2021-04-22 14:32:05,366,2,779.242,24.52,130.50,126.03,1.91,0.00,0.00,0.00
2021-04-22 14:32:16,376,2,778.201,24.47,130.30,125.81,1.75,0.00,0.00,0.00
2021-04-22 14:32:26,386,2,777.653,24.54,130.20,126.30,1.65,0.00,0.00,0.00
2021-04-22 14:32:36,396,2,777.515,24.52,130.10,125.65,1.71,0.00,0.00,0.00
2021-04-22 14:32:46,406,2,777.615,24.47,130.20,125.53,1.65,0.00,0.00,0.00
2021-04-22 14:32:56,416,2,777.695,24.57,130.10,125.56,1.73,0.00,0.00,0.00
2021-04-22 14:33:06,426,2,777.659,24.47,130.30,126.53,1.75,0.00,0.00,0.00
2021-04-22 14:33:16,436,2,777.372,24.54,130.40,126.56,1.71,0.00,0.00,0.00
2021-04-22 14:33:26,446,2,776.816,24.47,130.30,126.48,1.81,0.00,0.00,0.00
2021-04-22 14:33:36,456,2,776.103,24.45,130.20,126.68,1.81,0.00,0.00,0.00
2021-04-22 14:33:46,466,2,775.260,24.49,130.10,125.96,1.73,0.00,0.00,0.00
2021-04-22 14:33:56,476,2,774.304,24.44,130.10,125.94,1.75,0.00,0.00,0.00
2021-04-22 14:34:06,486,2,773.259,24.50,130.20,125.78,1.73,0.00,0.00,0.00
2021-04-22 14:34:12,493,3,772.619,24.55,130.20,125.66,1.87,0.00,0.00,0.00
2021-04-22 14:34:22,503,3,771.372,24.51,130.20,125.90,1.61,0.00,0.00,0.00
2021-04-22 14:34:32,513,3,770.581,24.48,130.30,126.08,1.63,0.00,0.00,0.00
2021-04-22 14:34:42,523,3,770.305,24.53,130.20,125.32,2.15,0.00,0.00,0.00
2021-04-22 14:34:52,533,3,770.260,24.47,130.20,125.84,1.97,0.00,0.00,0.00
2021-04-22 14:35:02,543,3,770.395,24.45,130.30,126.15,1.49,0.00,0.00,0.00
2021-04-22 14:35:13,553,3,770.453,24.46,130.20,125.34,1.57,0.00,0.00,0.00
2021-04-22 14:35:23,563,3,770.235,24.49,130.20,127.08,1.75,0.00,0.00,0.00
2021-04-22 14:35:33,573,3,769.762,24.48,130.10,126.17,1.55,0.00,0.00,0.00
2021-04-22 14:35:43,583,3,768.937,24.54,130.10,125.69,1.65,0.00,0.00,0.00
2021-04-22 14:35:53,593,3,768.001,24.47,130.00,126.30,1.67,0.00,0.00,0.00
2021-04-22 14:36:03,603,3,767.020,24.49,129.90,125.57,1.79,0.00,0.00,0.00
2021-04-22 14:36:13,613,3,765.950,24.49,130.00,126.05,1.53,0.00,0.00,0.00
2021-04-22 14:36:14,614,4,765.846,24.49,130.00,126.83,1.51,0.00,0.00,0.00
2021-04-22 14:36:24,624,4,764.599,24.44,130.00,125.53,1.65,0.00,0.00,0.00
2021-04-22 14:36:34,634,4,763.767,24.51,130.00,126.06,1.67,0.00,0.00,0.00
2021-04-22 14:36:44,644,4,763.260,24.52,130.10,126.06,1.71,0.00,0.00,0.00
2021-04-22 14:36:54,654,4,763.007,24.49,130.10,125.40,1.71,0.00,0.00,0.00
2021-04-22 14:37:04,665,4,762.936,24.43,130.10,125.75,1.45,0.00,0.00,0.00
2021-04-22 14:37:14,675,4,762.843,24.55,130.00,126.62,1.55,0.00,0.00,0.00
2021-04-22 14:37:24,685,4,762.453,24.45,129.90,125.69,1.53,0.00,0.00,0.00
2021-04-22 14:37:34,695,4,761.751,24.51,130.00,125.41,1.49,0.00,0.00,0.00
2021-04-22 14:37:44,705,4,760.854,24.43,130.00,126.40,1.67,0.00,0.00,0.00
2021-04-22 14:37:54,715,4,759.721,24.44,130.00,126.22,1.51,0.00,0.00,0.00
2021-04-22 14:38:04,725,4,758.604,24.52,130.00,126.25,1.87,0.00,0.00,0.00
2021-04-22 14:38:14,735,4,757.543,24.46,130.00,125.81,1.67,0.00,0.00,0.00
2021-04-22 14:38:22,743,5,756.658,24.49,130.00,125.18,1.67,0.00,0.00,0.00
2021-04-22 14:38:33,753,5,755.421,24.46,130.00,125.75,1.55,0.00,0.00,0.00
2021-04-22 14:38:43,763,5,754.547,24.45,130.00,126.28,1.53,0.00,0.00,0.00
2021-04-22 14:38:53,773,5,754.055,24.49,130.00,125.72,1.75,0.00,0.00,0.00
2021-04-22 14:39:03,783,5,753.890,24.45,130.00,126.17,1.67,0.00,0.00,0.00
2021-04-22 14:39:13,793,5,753.870,24.46,130.00,126.43,1.65,0.00,0.00,0.00
2021-04-22 14:39:23,803,5,753.779,24.46,130.00,125.47,1.59,0.00,0.00,0.00
2021-04-22 14:39:33,813,5,753.450,24.46,129.90,125.34,1.59,0.00,0.00,0.00
2021-04-22 14:39:43,823,5,752.807,24.47,130.00,126.31,1.53,0.00,0.00,0.00
2021-04-22 14:39:53,833,5,751.751,24.44,130.00,126.36,1.63,0.00,0.00,0.00
2021-04-22 14:40:03,843,5,750.602,24.41,130.00,126.02,1.73,0.00,0.00,0.00
2021-04-22 14:40:13,853,5,749.343,24.55,129.90,126.65,1.41,0.00,0.00,0.00
2021-04-22 14:40:23,863,5,748.153,24.52,130.00,125.88,1.43,0.00,0.00,0.00
2021-04-22 14:40:27,867,6,747.669,24.53,130.00,126.24,1.63,0.00,0.00,0.00
2021-04-22 14:40:37,877,6,746.320,24.54,129.80,126.17,1.57,0.00,0.00,0.00
2021-04-22 14:40:47,887,6,745.525,24.48,130.00,126.28,1.79,0.00,0.00,0.00
2021-04-22 14:40:57,897,6,745.233,24.45,130.00,125.71,1.59,0.00,0.00,0.00
2021-04-22 14:41:07,907,6,745.151,24.56,130.00,126.39,1.55,0.00,0.00,0.00
2021-04-22 14:41:17,917,6,745.215,24.52,130.10,126.03,1.63,0.00,0.00,0.00
2021-04-22 14:41:27,928,6,745.084,24.45,130.20,125.91,1.69,0.00,0.00,0.00
2021-04-22 14:41:37,938,6,744.664,24.51,130.10,124.81,1.37,0.00,0.00,0.00
2021-04-22 14:41:47,948,6,743.950,24.46,130.00,126.56,1.55,0.00,0.00,0.00
2021-04-22 14:41:57,958,6,743.050,24.52,130.00,125.25,1.53,0.00,0.00,0.00
2021-04-22 14:42:07,968,6,742.070,24.51,130.00,126.40,1.39,0.00,0.00,0.00
2021-04-22 14:42:17,978,6,741.043,24.45,130.00,126.25,1.59,0.00,0.00,0.00
2021-04-22 14:42:27,988,6,739.873,24.50,130.00,126.34,1.53,0.00,0.00,0.00
2021-04-22 14:42:36,996,7,738.879,24.47,130.00,126.15,1.45,0.00,0.00,0.00
2021-04-22 14:42:46,1006,7,737.650,24.45,130.00,125.53,1.47,0.00,0.00,0.00
2021-04-22 14:42:56,1016,7,736.971,24.52,130.20,126.18,1.61,0.00,0.00,0.00
2021-04-22 14:43:06,1026,7,736.664,24.52,130.20,126.40,1.47,0.00,0.00,0.00
2021-04-22 14:43:16,1036,7,736.647,24.45,130.10,125.56,1.53,0.00,0.00,0.00
2021-04-22 14:43:26,1046,7,736.729,24.51,130.20,125.93,1.55,0.00,0.00,0.00
2021-04-22 14:43:36,1056,7,736.612,24.47,130.10,126.12,1.47,0.00,0.00,0.00
2021-04-22 14:43:46,1066,7,736.097,24.49,130.10,126.42,1.37,0.00,0.00,0.00
2021-04-22 14:43:56,1076,7,735.339,24.50,130.00,125.23,1.61,0.00,0.00,0.00
2021-04-22 14:44:06,1087,7,734.460,24.50,130.00,126.43,1.47,0.00,0.00,0.00
2021-04-22 14:44:16,1097,7,733.407,24.50,130.00,125.93,1.41,0.00,0.00,0.00
2021-04-22 14:44:26,1107,7,732.290,24.51,130.00,125.32,1.59,0.00,0.00,0.00
2021-04-22 14:44:36,1117,7,731.099,24.50,130.00,125.54,1.53,0.00,0.00,0.00
2021-04-22 14:44:41,1121,8,730.558,24.49,130.00,126.22,1.49,0.00,0.00,0.00
2021-04-22 14:44:51,1131,8,729.143,24.51,129.90,125.77,1.37,0.00,0.00,0.00
2021-04-22 14:45:01,1141,8,728.227,24.44,130.00,126.21,1.43,0.00,0.00,0.00
2021-04-22 14:45:11,1152,8,727.924,24.49,130.00,126.55,1.39,0.00,0.00,0.00
2021-04-22 14:45:21,1162,8,727.850,24.53,130.00,126.21,1.59,0.00,0.00,0.00
2021-04-22 14:45:31,1172,8,727.733,24.49,130.00,125.81,1.41,0.00,0.00,0.00
2021-04-22 14:45:41,1182,8,727.444,24.46,130.00,125.80,1.57,0.00,0.00,0.00
2021-04-22 14:45:51,1192,8,726.883,24.49,130.00,126.45,1.47,0.00,0.00,0.00
2021-04-22 14:46:01,1202,8,726.075,24.46,130.00,126.25,1.33,0.00,0.00,0.00
2021-04-22 14:46:11,1212,8,725.199,24.47,130.00,126.55,1.43,0.00,0.00,0.00
2021-04-22 14:46:22,1222,8,724.291,24.43,130.00,126.93,1.35,0.00,0.00,0.00
2021-04-22 14:46:32,1232,8,723.349,24.43,130.00,126.05,1.37,0.00,0.00,0.00
2021-04-22 14:46:42,1242,8,722.272,24.45,130.00,126.14,1.71,0.00,0.00,0.00
2021-04-22 14:46:47,1248,9,721.677,24.45,130.00,125.52,1.61,0.00,0.00,0.00
2021-04-22 14:46:57,1258,9,720.401,24.44,130.00,126.34,1.47,0.00,0.00,0.00
2021-04-22 14:47:08,1268,9,719.754,24.50,130.10,125.66,1.59,0.00,0.00,0.00
2021-04-22 14:47:18,1278,9,719.479,24.45,130.10,125.87,1.49,0.00,0.00,0.00
2021-04-22 14:47:28,1288,9,719.440,24.50,130.00,125.94,1.33,0.00,0.00,0.00
2021-04-22 14:47:38,1298,9,719.349,24.54,130.00,126.58,1.37,0.00,0.00,0.00
2021-04-22 14:47:48,1308,9,719.011,24.54,130.00,126.87,1.29,0.00,0.00,0.00
2021-04-22 14:47:58,1318,9,718.381,24.49,130.10,126.25,1.57,0.00,0.00,0.00
2021-04-22 14:48:08,1328,9,717.506,24.50,130.10,126.27,1.39,0.00,0.00,0.00
2021-04-22 14:48:18,1338,9,716.461,24.47,130.00,126.56,1.41,0.00,0.00,0.00
2021-04-22 14:48:28,1348,9,715.283,24.51,130.20,126.15,1.57,0.00,0.00,0.00
2021-04-22 14:48:38,1358,9,714.073,24.44,130.10,126.51,1.11,0.00,0.00,0.00
2021-04-22 14:48:45,1365,10,713.268,24.51,130.00,125.93,1.59,0.00,0.00,0.00
2021-04-22 14:48:55,1375,10,711.872,24.45,130.10,125.99,1.33,0.00,0.00,0.00
2021-04-22 14:49:05,1385,10,710.957,24.48,130.10,126.52,1.35,0.00,0.00,0.00
2021-04-22 14:49:15,1395,10,710.464,24.52,130.10,125.60,1.43,0.00,0.00,0.00
2021-04-22 14:49:25,1405,10,710.240,24.54,130.00,125.88,1.41,0.00,0.00,0.00
2021-04-22 14:49:35,1415,10,710.102,24.52,130.00,125.93,1.41,0.00,0.00,0.00
2021-04-22 14:49:45,1426,10,709.817,24.44,130.00,126.00,1.39,0.00,0.00,0.00
2021-04-22 14:49:55,1436,10,709.228,24.47,130.00,126.14,1.35,0.00,0.00,0.00
2021-04-22 14:50:05,1446,10,708.441,24.57,130.00,125.85,1.59,0.00,0.00,0.00
2021-04-22 14:50:15,1456,10,707.740,24.53,130.00,125.85,1.93,0.00,0.00,0.00
2021-04-22 14:50:25,1466,10,707.047,24.47,130.00,126.59,1.85,0.00,0.00,0.00
2021-04-22 14:50:35,1476,10,704.951,24.53,130.00,126.17,2.07,0.00,0.00,0.00
2021-04-22 14:50:44,1484,11,702.215,24.48,130.00,125.68,1.85,0.00,0.00,0.00
2021-04-22 14:50:54,1494,11,698.169,24.39,130.00,126.03,1.99,0.00,0.00,0.00
2021-04-22 14:51:04,1504,11,694.577,24.54,130.10,126.43,1.79,0.00,0.00,0.00
2021-04-22 14:51:14,1514,11,691.774,24.49,130.00,126.39,1.83,0.00,0.00,0.00
2021-04-22 14:51:24,1524,11,689.839,24.52,130.00,126.34,2.05,0.00,0.00,0.00
2021-04-22 14:51:34,1534,11,688.459,24.44,130.00,126.08,1.93,0.00,0.00,0.00
2021-04-22 14:51:44,1544,11,687.327,24.42,130.00,126.06,1.81,0.00,0.00,0.00
2021-04-22 14:51:54,1554,11,686.170,24.50,130.00,125.23,1.81,0.00,0.00,0.00
2021-04-22 14:52:04,1564,11,684.987,24.51,130.00,126.74,1.69,0.00,0.00,0.00
2021-04-22 14:52:14,1575,11,683.836,24.53,130.00,125.69,1.99,0.00,0.00,0.00
2021-04-22 14:52:24,1585,11,682.695,24.50,130.00,125.65,1.75,0.00,0.00,0.00
2021-04-22 14:52:34,1595,11,681.504,24.50,130.00,125.80,1.87,0.00,0.00,0.00
2021-04-22 14:52:44,1605,11,680.280,24.48,130.00,126.02,1.87,0.00,0.00,0.00
2021-04-22 14:52:49,1610,12,679.641,24.43,129.90,125.81,1.75,0.00,0.00,0.00
2021-04-22 14:52:59,1620,12,678.257,24.52,129.90,125.62,2.01,0.00,0.00,0.00
2021-04-22 14:53:09,1630,12,677.345,24.47,130.00,126.03,1.99,0.00,0.00,0.00
2021-04-22 14:53:20,1640,12,676.805,24.49,130.10,125.93,2.11,0.00,0.00,0.00
2021-04-22 14:53:30,1650,12,676.455,24.49,130.10,125.88,1.87,0.00,0.00,0.00
2021-04-22 14:53:40,1660,12,676.155,24.49,130.10,126.55,1.73,0.00,0.00,0.00
2021-04-22 14:53:50,1670,12,675.682,24.44,130.10,126.55,1.87,0.00,0.00,0.00
2021-04-22 14:54:00,1680,12,674.934,24.48,130.00,125.62,1.87,0.00,0.00,0.00
2021-04-22 14:54:10,1690,12,673.960,24.56,130.00,126.05,1.61,0.00,0.00,0.00
2021-04-22 14:54:20,1700,12,672.823,24.52,130.00,126.15,1.81,0.00,0.00,0.00
2021-04-22 14:54:30,1710,12,671.587,24.48,130.00,126.64,1.71,0.00,0.00,0.00
2021-04-22 14:54:40,1720,12,670.299,24.48,130.00,126.21,1.65,0.00,0.00,0.00
2021-04-22 14:54:50,1730,12,669.029,24.62,130.00,125.01,1.67,0.00,0.00,0.00
2021-04-22 14:54:54,1734,13,668.515,24.51,130.00,126.56,1.83,0.00,0.00,0.00
2021-04-22 14:55:04,1744,13,667.011,24.50,130.00,125.47,1.81,0.00,0.00,0.00
2021-04-22 14:55:14,1754,13,665.969,24.46,130.00,126.39,1.75,0.00,0.00,0.00
2021-04-22 14:55:24,1764,13,665.331,24.49,130.00,126.64,1.83,0.00,0.00,0.00
2021-04-22 14:55:34,1775,13,665.011,24.49,130.00,126.52,1.63,0.00,0.00,0.00
2021-04-22 14:55:44,1785,13,664.777,24.51,129.90,126.17,1.95,0.00,0.00,0.00
2021-04-22 14:55:54,1795,13,664.375,24.48,130.00,125.77,1.65,0.00,0.00,0.00
2021-04-22 14:56:04,1805,13,663.716,24.44,129.90,126.14,1.71,0.00,0.00,0.00
2021-04-22 14:56:14,1815,13,662.833,24.51,129.90,125.54,1.71,0.00,0.00,0.00
2021-04-22 14:56:24,1825,13,661.784,24.48,130.00,125.88,1.69,0.00,0.00,0.00
2021-04-22 14:56:34,1835,13,660.792,24.42,130.00,126.65,1.57,0.00,0.00,0.00
2021-04-22 14:56:44,1845,13,659.712,24.50,129.90,125.94,1.73,0.00,0.00,0.00
2021-04-22 14:56:55,1855,13,658.524,24.52,130.00,126.14,1.69,0.00,0.00,0.00
2021-04-22 14:56:57,1858,14,658.204,24.53,129.90,126.18,1.85,0.00,0.00,0.00
2021-04-22 14:57:07,1868,14,656.900,24.49,130.00,125.72,1.65,0.00,0.00,0.00
2021-04-22 14:57:17,1878,14,655.833,24.52,130.10,126.11,1.83,0.00,0.00,0.00
2021-04-22 14:57:27,1888,14,655.192,24.48,130.10,126.18,1.73,0.00,0.00,0.00
2021-04-22 14:57:37,1898,14,654.771,24.43,130.00,126.21,1.57,0.00,0.00,0.00
2021-04-22 14:57:47,1908,14,654.427,24.50,130.00,125.94,1.65,0.00,0.00,0.00
2021-04-22 14:57:57,1918,14,654.004,24.45,129.90,125.77,1.89,0.00,0.00,0.00
2021-04-22 14:58:07,1928,14,653.312,24.44,129.90,126.21,2.03,0.00,0.00,0.00
2021-04-22 14:58:17,1938,14,652.392,24.52,130.00,126.36,1.45,0.00,0.00,0.00
2021-04-22 14:58:27,1948,14,651.337,24.51,130.00,126.27,1.75,0.00,0.00,0.00
2021-04-22 14:58:37,1958,14,650.172,24.49,130.00,125.81,1.71,0.00,0.00,0.00
2021-04-22 14:58:47,1968,14,649.001,24.48,130.00,126.30,1.87,0.00,0.00,0.00
2021-04-22 14:58:57,1978,14,647.667,24.46,130.00,126.06,1.63,0.00,0.00,0.00
2021-04-22 14:59:00,1980,15,647.344,24.46,130.00,126.31,1.61,0.00,0.00,0.00
2021-04-22 14:59:10,1990,15,646.023,24.48,130.00,125.94,1.69,0.00,0.00,0.00
2021-04-22 14:59:20,2000,15,645.171,24.52,130.10,125.91,1.57,0.00,0.00,0.00
2021-04-22 14:59:30,2010,15,644.743,24.48,130.10,126.05,1.51,0.00,0.00,0.00
2021-04-22 14:59:40,2020,15,644.440,24.48,130.10,126.27,1.63,0.00,0.00,0.00
2021-04-22 14:59:50,2031,15,644.192,24.50,130.10,126.39,1.81,0.00,0.00,0.00
2021-04-22 15:00:00,2041,15,643.790,24.46,130.10,125.94,1.69,0.00,0.00,0.00
2021-04-22 15:00:10,2051,15,643.161,24.50,130.10,125.91,1.61,0.00,0.00,0.00
2021-04-22 15:00:20,2061,15,642.326,24.52,130.10,126.52,1.55,0.00,0.00,0.00
2021-04-22 15:00:30,2071,15,641.298,24.43,130.10,125.46,1.61,0.00,0.00,0.00
2021-04-22 15:00:40,2081,15,640.214,24.52,129.90,126.39,1.69,0.00,0.00,0.00
2021-04-22 15:00:50,2091,15,639.014,24.51,130.00,125.77,1.69,0.00,0.00,0.00
2021-04-22 15:01:00,2101,15,637.758,24.44,130.00,126.12,1.57,0.00,0.00,0.00
2021-04-22 15:01:04,2104,16,637.303,24.53,129.90,125.83,1.61,0.00,0.00,0.00
2021-04-22 15:01:14,2114,16,635.859,24.52,130.00,126.45,1.61,0.00,0.00,0.00
2021-04-22 15:01:24,2125,16,634.985,24.53,130.00,125.91,1.59,0.00,0.00,0.00
2021-04-22 15:01:34,2135,16,634.439,24.48,130.10,125.94,1.61,0.00,0.00,0.00
2021-04-22 15:01:44,2145,16,634.158,24.50,130.00,126.53,1.67,0.00,0.00,0.00
2021-04-22 15:01:54,2155,16,633.971,24.49,130.10,126.06,1.65,0.00,0.00,0.00
2021-04-22 15:02:04,2165,16,633.573,24.46,130.00,125.46,1.71,0.00,0.00,0.00
2021-04-22 15:02:14,2175,16,632.918,24.48,130.00,126.08,1.79,0.00,0.00,0.00
2021-04-22 15:02:24,2185,16,631.997,24.47,130.00,124.88,1.45,0.00,0.00,0.00
2021-04-22 15:02:34,2195,16,630.944,24.50,129.90,125.81,1.75,0.00,0.00,0.00
2021-04-22 15:02:44,2205,16,629.746,24.51,130.00,126.90,1.45,0.00,0.00,0.00
2021-04-22 15:02:55,2215,16,628.426,24.45,130.00,126.15,1.59,0.00,0.00,0.00
2021-04-22 15:03:02,2223,17,627.441,24.47,130.00,125.65,1.83,0.00,0.00,0.00
2021-04-22 15:03:12,2233,17,626.072,24.52,130.00,126.77,1.49,0.00,0.00,0.00
2021-04-22 15:03:22,2243,17,625.063,24.50,130.10,125.80,1.59,0.00,0.00,0.00
2021-04-22 15:03:32,2253,17,624.456,24.52,130.10,126.42,1.89,0.00,0.00,0.00
2021-04-22 15:03:42,2263,17,624.167,24.50,130.00,126.71,1.57,0.00,0.00,0.00
2021-04-22 15:03:52,2273,17,623.907,24.50,130.00,126.42,1.55,0.00,0.00,0.00
2021-04-22 15:04:02,2283,17,623.487,24.49,130.00,125.57,1.65,0.00,0.00,0.00
2021-04-22 15:04:12,2293,17,622.757,24.47,130.10,126.02,1.65,0.00,0.00,0.00
2021-04-22 15:04:23,2303,17,621.825,24.51,130.10,125.23,1.49,0.00,0.00,0.00
2021-04-22 15:04:33,2313,17,620.731,24.49,130.10,125.71,1.59,0.00,0.00,0.00
2021-04-22 15:04:43,2323,17,619.472,24.50,129.90,126.18,1.59,0.00,0.00,0.00
2021-04-22 15:04:53,2333,17,618.216,24.45,130.00,125.65,1.47,0.00,0.00,0.00
2021-04-22 15:04:58,2338,18,617.574,24.46,130.00,126.33,1.73,0.00,0.00,0.00
2021-04-22 15:05:08,2348,18,616.187,24.49,130.00,126.02,1.63,0.00,0.00,0.00
2021-04-22 15:05:18,2358,18,615.074,24.48,130.00,126.05,1.59,0.00,0.00,0.00
2021-04-22 15:05:28,2368,18,614.564,24.50,130.10,126.08,1.49,0.00,0.00,0.00
2021-04-22 15:05:38,2378,18,614.218,24.48,130.10,125.80,1.57,0.00,0.00,0.00
2021-04-22 15:05:48,2388,18,613.841,24.49,130.20,126.52,1.71,0.00,0.00,0.00
2021-04-22 15:05:58,2398,18,613.417,24.48,130.10,125.93,1.41,0.00,0.00,0.00
2021-04-22 15:06:08,2408,18,612.676,24.50,130.10,126.76,1.45,0.00,0.00,0.00
2021-04-22 15:06:18,2418,18,611.705,24.48,130.10,125.26,1.55,0.00,0.00,0.00
2021-04-22 15:06:28,2429,18,610.571,24.47,130.00,125.90,1.45,0.00,0.00,0.00
2021-04-22 15:06:38,2439,18,609.386,24.44,130.00,126.67,1.53,0.00,0.00,0.00
2021-04-22 15:06:48,2449,18,608.057,24.52,130.00,125.44,1.39,0.00,0.00,0.00
2021-04-22 15:06:54,2454,19,607.429,24.50,129.90,126.12,1.35,0.00,0.00,0.00
2021-04-22 15:07:04,2464,19,606.059,24.54,130.00,125.94,1.37,0.00,0.00,0.00
2021-04-22 15:07:14,2474,19,604.987,24.45,130.10,125.68,1.41,0.00,0.00,0.00
2021-04-22 15:07:24,2484,19,604.352,24.45,130.00,126.03,1.49,0.00,0.00,0.00
2021-04-22 15:07:34,2494,19,603.929,24.45,130.20,126.22,1.23,0.00,0.00,0.00
2021-04-22 15:07:44,2504,19,603.623,24.51,130.20,125.34,1.25,0.00,0.00,0.00
2021-04-22 15:07:54,2514,19,603.076,24.45,130.20,126.64,1.35,0.00,0.00,0.00
2021-04-22 15:08:04,2524,19,602.390,24.45,130.20,126.83,1.43,0.00,0.00,0.00
2021-04-22 15:08:14,2534,19,601.490,24.47,130.00,126.65,1.49,0.00,0.00,0.00
2021-04-22 15:08:24,2545,19,600.320,24.42,130.00,125.72,1.53,0.00,0.00,0.00
2021-04-22 15:08:34,2555,19,599.045,24.48,130.00,125.85,1.55,0.00,0.00,0.00
2021-04-22 15:08:44,2565,19,597.722,24.46,130.00,126.24,1.39,0.00,0.00,0.00
2021-04-22 15:08:48,2568,20,597.255,24.50,129.80,126.19,1.13,0.00,0.00,0.00
2021-04-22 15:08:58,2578,20,595.894,24.48,129.90,126.33,1.37,0.00,0.00,0.00
2021-04-22 15:09:08,2588,20,594.857,24.52,130.10,125.81,1.49,0.00,0.00,0.00
2021-04-22 15:09:18,2598,20,594.070,24.48,130.20,126.65,1.31,0.00,0.00,0.00
2021-04-22 15:09:28,2608,20,593.716,24.47,130.10,125.91,1.43,0.00,0.00,0.00
2021-04-22 15:09:38,2619,20,593.469,24.50,130.00,126.52,1.39,0.00,0.00,0.00
2021-04-22 15:09:48,2629,20,592.969,24.47,130.20,126.31,1.51,0.00,0.00,0.00
2021-04-22 15:09:58,2639,20,592.187,24.44,130.10,126.36,1.27,0.00,0.00,0.00
2021-04-22 15:10:08,2649,20,591.154,24.48,130.00,125.46,1.37,0.00,0.00,0.00
2021-04-22 15:10:18,2659,20,589.968,24.50,130.00,126.87,1.21,0.00,0.00,0.00
2021-04-22 15:10:28,2669,20,588.568,24.55,130.00,126.51,1.41,0.00,0.00,0.00
2021-04-22 15:10:38,2679,20,587.231,24.43,130.00,125.87,1.47,0.00,0.00,0.00
2021-04-22 15:10:45,2686,21,586.372,24.47,130.00,125.94,1.49,0.00,0.00,0.00
2021-04-22 15:10:55,2696,21,585.024,24.45,130.00,126.17,1.49,0.00,0.00,0.00
